citymuni,province,shortregion,longregion,citymuni.class,citymuni.code,citymuni.capital,citymuni.incomeclass,land.area,map.lat,map.lon,registered.voters.2010,population.2010,poverty.2003,poverty.2012,banks.total,banks.headoffice,banks.regbranch,banks.microbranch,banks.totalbranches,banks.extensionoffice,banks.regularobo,banks.microobo,banks.obosubbranch,banks.oboagency,banks.representativeoffice,banks.remittancedeskoffice,banks.limitedpurposebranch,banks.marketingoffice
Salcedo,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82619000,0,5th,11380,11.15,125.666667,12685,19970,0.318,0.4393,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salcedo (Baugen),Ilocos Sur,I,Region I (Ilocos Region),municipality,12916000,0,4th,10344,17.150536,120.531261,6754,10935,0.2414,0.173,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sallapadan,Abra,CAR,Cordillera Administrative Region (CAR) ,municipality,140120000,0,5th,12862,17.4925404,120.7619678,5232,5985,0.3795,0.4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salug,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97213000,0,3rd,20660,8.033333,122.833333,22119,31157,0.7291,0.4947,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Salvador,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103518000,0,5th,11399,7.895,123.844,19056,27348,0.7367,0.6866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvador Benedicto,Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64532000,0,4th,17050,10.5641361,123.254713,11841,23624,0.5045,0.4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samal,Bataan,III,Region III (Central Luzon),municipality,30812000,0,4th,5630,14.766667,120.55,23634,33578,0.1091,0.0458,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Samboan,Cebu,VII,Region VII (Central Visayas),municipality,72240000,0,5th,4516,9.5043588,123.3373916,12551,18613,0.4319,0.3174,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Sampaloc,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45639000,0,5th,10478,14.1774396,121.6169002,8757,13107,0.2905,0.1517,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Agustin,Isabela,II,Region II (Cagayan Valley),municipality,23127000,0,3rd,27840,16.516667,121.75,12916,21797,0.161,0.1462,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Agustin,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175911000,0,4th,14048,12.566667,122.133333,12320,22116,0.5282,0.3337,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Agustin,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166815000,0,4th,27728,8.7313821,126.2028141,9808,20655,0.5966,0.3737,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Andres,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45640000,0,4th,6099,13.366667,122.65,13097,33586,0.5914,0.5473,1,0,0,0,0,0,0,1,0,0,0,0,0,0
San Andres,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175912000,0,5th,11200,12.516667,122.016667,9082,15028,0.4832,0.3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Andres (Calolbon),Catanduanes,V,Region V (Bicol Region),municipality,52008000,0,3rd,16731,13.59816,124.09865,22569,35779,0.3285,0.2993,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Antonio,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84817000,0,5th,2700,12.416667,124.266667,5492,8877,0.3131,0.3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Antonio,Nueva Ecija,III,Region III (Central Luzon),municipality,34924000,0,1st,15356,15.383333,120.8,42901,73074,0.2373,0.1805,4,1,3,0,3,0,0,0,0,0,0,0,0,0
San Antonio,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45641000,0,4th,17293,14.6505719,121.0177415,17650,31681,0.4205,0.2403,3,1,0,0,0,0,0,2,0,0,0,0,0,0
San Antonio,Zambales,III,Region III (Central Luzon),municipality,37109000,0,2nd,18812,14.95,120.083333,17842,34217,0.1084,0.112,2,0,2,0,2,0,0,0,0,0,0,0,0,0
San Benito,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166718000,0,6th,4563,9.958,126.007,3902,5505,0.6836,0.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Carlos City,Negros Occidental,VI,Region VI (Western Visayas) ,city,64524000,0,2nd,45150,10.4478103,123.2642008,67686,129981,0.4117,0.2316,11,0,9,0,9,1,1,0,0,0,0,0,0,0
San Carlos City,Pangasinan,I,Region I (Ilocos Region),city,15532000,0,3rd,16903,15.928056,120.348889,97047,129981,0.2803,0.1355,10,1,8,0,8,0,1,0,0,0,0,0,0,0
San Clemente,Tarlac,III,Region III (Central Luzon),municipality,36913000,0,5th,4973,15.7081371,120.369189,8263,12510,0.1777,0.1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Dionisio,Iloilo,VI,Region VI (Western Visayas) ,municipality,63038000,0,4th,12706,11.35,123.083333,18717,33650,0.5285,0.3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Emilio,Ilocos Sur,I,Region I (Ilocos Region),municipality,12917000,0,4th,14144,17.233333,120.616667,4629,7427,0.2832,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Enrique,Iloilo,VI,Region VI (Western Visayas) ,municipality,63039000,0,3rd,11028,11.1098942,122.7294309,18641,32422,0.4419,0.262,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Enrique,Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64525000,0,4th,2884,10.416667,122.85,15628,23189,0.1849,0.1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Esteban,Ilocos Sur,I,Region I (Ilocos Region),municipality,12918000,0,5th,1962,17.333333,120.45,5334,8072,0.1428,0.1274,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Fabian,Pangasinan,I,Region I (Ilocos Region),municipality,15533000,0,1st,8128,16.15,120.45,42586,77899,0.2886,0.1171,4,1,2,0,2,0,1,0,0,0,0,0,0,0
San Felipe,Zambales,III,Region III (Central Luzon),municipality,37110000,0,4th,11160,15.0660307,120.0685217,12696,22020,0.0556,0.1366,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Fernando,Bukidnon,X,Region X (Northern Mindanao),municipality,101318000,0,1st,70506,7.916667,125.333333,28782,50207,0.5865,0.6319,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Fernando,Camarines Sur,V,Region V (Bicol Region),municipality,51732000,0,4th,7176,13.566667,123.15,16225,33281,0.428,0.3494,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Fernando,Cebu,VII,Region VII (Central Visayas),municipality,72241000,0,2nd,6939,10.166667,123.7,35209,60970,0.2278,0.2065,2,0,2,0,2,0,0,0,0,0,0,0,0,0
San Fernando,Masbate,V,Region V (Bicol Region),municipality,54118000,0,5th,7750,12.483333,123.75,14350,21309,0.5428,0.4051,2,0,1,0,1,0,0,1,0,0,0,0,0,0
San Fernando,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175913000,0,4th,19687,12.316667,122.6,13500,22466,0.4571,0.3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Francisco,Agusan Del Sur,CARAGA,Region XIII (Caraga),municipality,160308000,0,1st,39253,8.5,125.983333,37349,70986,0.4846,0.3079,11,1,9,0,9,0,1,0,0,0,0,0,0,0
San Francisco,Cebu,VII,Region VII (Central Visayas),municipality,72242000,0,3rd,10693,10.646,124.382,26912,47357,0.3681,0.4934,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Francisco,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86413000,0,5th,6860,10.066667,125.166667,7924,12528,0.3214,0.3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Francisco (Anao-Aon),Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166719000,0,5th,5672,9.7333336,125.4166641,9680,13335,0.5232,0.3161,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Francisco (Aurora),Quezon,IV - A,Region IV-A (CALABARZON),municipality,45642000,0,2nd,30396,14.6391038,121.0153576,29074,57979,0.6086,0.4506,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Gabriel,La Union,I,Region I (Ilocos Region),municipality,13315000,0,4th,12987,16.6694259,120.5048792,10476,16628,0.4793,0.2425,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Guillermo,Isabela,II,Region II (Cagayan Valley),municipality,23128000,0,4th,32549,16.7183078,121.9700618,9451,18423,0.3343,0.2761,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Ildefonso,Bulacan,III,Region III (Central Luzon),municipality,31419000,0,1st,12871,15.078889,120.941944,56641,95000,0.1634,0.1194,6,0,6,0,6,0,0,0,0,0,0,0,0,0
San Ildefonso,Ilocos Sur,I,Region I (Ilocos Region),municipality,12919000,0,5th,1135,17.616667,120.4,4293,7075,0.1713,0.1299,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Isidro,Abra,CAR,Cordillera Administrative Region (CAR) ,municipality,140121000,0,5th,4807,17.466667,120.6,3050,4888,0.6552,0.4233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Isidro,Bohol,VII,Region VII (Central Visayas),municipality,71237000,0,5th,6004,9.8569889,123.9638531,5682,9125,0.296,0.4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Isidro,Davao Del Norte,XI,Region XI (Davao Region),municipality,112324000,0,5th,15249,7.75,125.733333,13551,25548,0,0.4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Isidro,Davao Oriental,XI,Region XI (Davao Region),municipality,112510000,0,4th,22044,6.82444,126.083,18159,32424,0.4457,0.3523,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Isidro,Isabela,II,Region II (Cagayan Valley),municipality,23129000,0,5th,7190,16.7473584,121.6169002,12604,22758,0.1939,0.1463,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Isidro,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83742000,0,4th,12250,11.416553,124.339957,18982,28554,0.5432,0.4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Isidro,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84818000,0,4th,25590,12.388,124.331,13187,24952,0.3715,0.4091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Isidro,Nueva Ecija,III,Region III (Central Luzon),municipality,34925000,0,2nd,5649,15.266667,120.9,27093,47800,0.1234,0.1256,3,0,3,0,3,0,0,0,0,0,0,0,0,0
San Isidro,Surigao Del Norte,CARAGA,Region XIII (Caraga),municipality,166720000,0,5th,4203,9.933333,126.083333,6050,6973,0.7545,0.4615,1,0,0,0,0,0,1,0,0,0,0,0,0,0
San Jacinto,Masbate,V,Region V (Bicol Region),municipality,54119000,0,4th,12240,12.566667,123.733333,16125,27974,0.5693,0.3878,2,1,0,0,0,0,0,1,0,0,0,0,0,0
San Jacinto,Pangasinan,I,Region I (Ilocos Region),municipality,15534000,0,3rd,4418,16.0725,120.441111,23070,37737,0.2762,0.1273,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Joaquin,Iloilo,VI,Region VI (Western Visayas) ,municipality,63040000,0,2nd,23484,10.5887998,122.1396745,28134,51645,0.5271,0.2809,1,0,0,0,0,0,0,1,0,0,0,0,0,0
San Jorge,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86025000,0,4th,24120,11.983333,124.816667,11528,16340,0.6861,0.4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Jose,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41022000,0,1st,5329,13.877222,121.105,44217,68517,0.2645,0.0862,9,1,7,0,7,0,0,1,0,0,0,0,0,0
San Jose,Camarines Sur,V,Region V (Bicol Region),municipality,51733000,0,4th,4307,13.7,123.516667,24020,38523,0.3396,0.2918,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Jose,Negros Oriental,VII,Region VII (Central Visayas),municipality,74617000,0,5th,5446,9.416667,123.233333,11126,19098,0.3371,0.2876,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Jose,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84819000,0,5th,2985,12.531,124.487,9882,16079,0.4396,0.4809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Jose,Occidental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175110000,0,1st,44670,12.3474326,121.0659175,60552,131188,0.3367,0.2119,17,2,10,1,11,0,1,3,0,0,0,0,0,0
San Jose,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175914000,0,5th,2205,12.066667,121.933333,5998,10294,0.6216,0.4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Jose,Tarlac,III,Region III (Central Luzon),municipality,36918000,0,3rd,59281,15.4891689,120.644437,15842,33960,0.4793,0.2398,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Jose ,Antique,VI,Region VI (Western Visayas) ,municipality,60613000,1,1st,4856,10.7489069,121.9412608,28129,57847,0.1497,0.083,22,0,19,2,21,1,0,0,0,0,0,0,0,0
San Jose ,Dinagat Islands,CARAGA,Region XIII (Caraga),municipality,168506000,1,4th,2780,10.008333,125.588889,17814,31035,0.6,0.3532,3,1,1,0,1,0,1,0,0,0,0,0,0,0
San Jose City,Nueva Ecija,III,Region III (Central Luzon),city,34926000,0,3rd,18599,15.783333,121,78373,129424,0.1493,0.1416,14,0,14,0,14,0,0,0,0,0,0,0,0,0
San Jose De Buan,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86014000,0,4th,36690,12.05,125.066667,3968,6563,0.8191,0.4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Juan,Abra,CAR,Cordillera Administrative Region (CAR) ,municipality,140122000,0,5th,6408,17.6809179,120.7315061,6823,10546,0.337,0.2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Juan,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41023000,0,1st,27340,13.833333,121.4,51554,94291,0.4202,0.2121,11,1,7,0,7,0,0,3,0,0,0,0,0,0
San Juan,La Union,I,Region I (Ilocos Region),municipality,13316000,0,2nd,5712,16.6719671,120.3627578,20347,35098,0.198,0.1274,2,0,2,0,2,0,0,0,0,0,0,0,0,0
San Juan,Siquijor,VII,Region VII (Central Visayas),municipality,76105000,0,5th,4437,9.166667,123.5,8886,13525,0.3211,0.3139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Juan (Cabalian),Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86414000,0,5th,9612,10.263675,125.175686,8253,14073,0.2708,0.3588,2,1,0,0,0,0,1,0,0,0,0,0,0,0
San Juan (Lapog),Ilocos Sur,I,Region I (Ilocos Region),municipality,12920000,0,3rd,6437,17.2278664,120.5739579,15412,25199,0.3063,0.1576,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Julian,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82620000,0,5th,15062,11.7430983,125.4108059,8453,13748,0.3149,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Leonardo,Nueva Ecija,III,Region III (Central Luzon),municipality,34927000,0,1st,15190,15.366667,120.966667,35220,58120,0.1669,0.1221,3,0,2,0,2,0,1,0,0,0,0,0,0,0
San Lorenzo,Guimaras,VI,Region VI (Western Visayas) ,municipality,67904000,0,5th,9304,10.65,122.716667,13568,24032,0.4474,0.2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Lorenzo Ruiz (Imelda),Camarines Norte,V,Region V (Bicol Region),municipality,51604000,0,5th,11937,14.114214,122.867694,7194,12592,0.4868,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Luis,Agusan Del Sur,CARAGA,Region XIII (Caraga),municipality,160309000,0,1st,95050,8.478,125.744,14633,32733,0.8306,0.5567,1,0,0,0,0,0,0,1,0,0,0,0,0,0
San Luis,Aurora,III,Region III (Central Luzon),municipality,37708000,0,2nd,62386,15.716667,121.516667,13696,25276,0.1989,0.1319,2,1,1,0,1,0,0,0,0,0,0,0,0,0
San Luis,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41024000,0,4th,4256,13.833333,120.933333,20032,30701,0.3319,0.1031,3,1,1,0,1,0,0,1,0,0,0,0,0,0
San Luis,Pampanga,III,Region III (Central Luzon),municipality,35417000,0,3rd,5683,15.04,120.791944,29103,49311,0.1575,0.0602,2,1,1,0,1,0,0,0,0,0,0,0,0,0
San Manuel,Isabela,II,Region II (Cagayan Valley),municipality,23130000,0,4th,11277,17.016667,121.633333,18012,30407,0.3076,0.1615,3,1,1,0,1,0,0,1,0,0,0,0,0,0
San Manuel,Pangasinan,I,Region I (Ilocos Region),municipality,15535000,0,1st,12918,16.066667,120.666667,24426,46875,0.2713,0.1331,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Manuel,Tarlac,III,Region III (Central Luzon),municipality,36914000,0,4th,4210,15.491322,120.6645667,14043,24289,0.2177,0.1003,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Marcelino,Zambales,III,Region III (Central Luzon),municipality,37111000,0,1st,41686,14.966667,120.15,20301,31879,0.1357,0.141,2,1,1,0,1,0,0,0,0,0,0,0,0,0
San Mariano,Isabela,II,Region II (Cagayan Valley),municipality,23131000,0,1st,146950,16.983333,122.016667,25924,51438,0.4521,0.3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Mateo,Isabela,II,Region II (Cagayan Valley),municipality,23132000,0,1st,12060,16.883333,121.583333,31509,60792,0.203,0.1272,8,1,7,0,7,0,0,0,0,0,0,0,0,0
San Mateo,Rizal,IV - A,Region IV-A (CALABARZON),municipality,45811000,0,1st,5509,14.6774841,121.1595842,109153,205255,0.0209,0.031,12,0,11,0,11,0,0,1,0,0,0,0,0,0
San Miguel,Bohol,VII,Region VII (Central Visayas),municipality,71238000,0,4th,12329,10,124.308333,12606,23574,0.357,0.4271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel,Bulacan,III,Region III (Central Luzon),municipality,31421000,0,1st,23140,15.145833,120.978333,78029,142854,0.1691,0.1256,8,0,7,1,8,0,0,0,0,0,0,0,0,0
San Miguel,Catanduanes,V,Region V (Bicol Region),municipality,52009000,0,5th,12994,13.633333,124.3,9682,14107,0.3377,0.3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel,Iloilo,VI,Region VI (Western Visayas) ,municipality,63041000,0,4th,3197,10.783333,122.466667,15280,25013,0.2158,0.1426,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83743000,0,4th,14511,11.326796,124.829534,11105,17561,0.4721,0.4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Miguel,Surigao Del Sur,CARAGA,Region XIII (Caraga),municipality,166816000,0,1st,55800,8.883333,126,19346,36287,0.6973,0.3745,2,0,1,0,1,0,1,0,0,0,0,0,0,0
San Miguel,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97324000,0,4th,18159,7.65,123.266667,11530,18258,0.6132,0.4649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Narciso,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45644000,0,3rd,26358,13.5689382,122.5662442,23849,45386,0.5799,0.4399,4,0,1,0,1,0,0,3,0,0,0,0,0,0
San Narciso,Zambales,III,Region III (Central Luzon),municipality,37112000,0,4th,7160,15.0145224,120.0794629,16489,26966,0.0888,0.1145,2,1,1,0,1,0,0,0,0,0,0,0,0,0
San Nicolas,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41025000,0,5th,1437,13.916667,120.95,13427,20599,0.2286,0.1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Nicolas,Ilocos Norte,I,Region I (Ilocos Region),municipality,12820000,0,2nd,4018,18.1725,120.595833,21955,34237,0.2017,0.0718,8,1,7,0,7,0,0,0,0,0,0,0,0,0
San Nicolas,Pangasinan,I,Region I (Ilocos Region),municipality,15536000,0,1st,21020,16.07,120.765278,21935,34108,0.3193,0.1635,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Pablo,Isabela,II,Region II (Cagayan Valley),municipality,23133000,0,2nd,63790,17.4615083,121.7943475,13069,22040,0.3326,0.2438,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Pablo,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97325000,0,4th,14990,7.65,123.45,14991,26500,0.7685,0.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Pablo City,Laguna,IV - A,Region IV-A (CALABARZON),city,43424000,0,1st,19756,14.0642108,121.3233369,126631,248890,0.067,0.0559,48,3,38,0,38,0,3,4,0,0,0,0,0,0
San Pascual,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41026000,0,1st,5070,13.8075,121.041944,33550,59598,0.0887,0.0299,3,0,2,0,2,0,0,1,0,0,0,0,0,0
San Pascual,Masbate,V,Region V (Bicol Region),municipality,54120000,0,3rd,24665,13.133333,122.983333,20910,44753,0.7202,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Policarpo,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82621000,0,5th,7800,12.2046953,125.4781649,8250,13836,0.3925,0.5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Quintin,Abra,CAR,Cordillera Administrative Region (CAR) ,municipality,140123000,0,5th,6659,17.543056,120.519167,3666,5233,0.3676,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Quintin,Pangasinan,I,Region I (Ilocos Region),municipality,15537000,0,3rd,11590,15.984444,120.815,19299,32626,0.277,0.1604,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Rafael,Bulacan,III,Region III (Central Luzon),municipality,31422000,0,1st,15243,14.998451,120.9532123,48935,85921,0.1329,0.0729,5,1,4,0,4,0,0,0,0,0,0,0,0,0
San Rafael,Iloilo,VI,Region VI (Western Visayas) ,municipality,63042000,0,5th,6705,10.7058078,122.5514155,9100,14655,0.4493,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Remigio,Antique,VI,Region VI (Western Visayas) ,municipality,60614000,0,3rd,40698,10.883333,122.116667,16813,30446,0.4936,0.3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Remigio,Cebu,VII,Region VII (Central Visayas),municipality,72243000,0,3rd,9527,11.081,123.938,32615,51394,0.4247,0.2728,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Ricardo,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86415000,0,5th,4756,9.9769939,125.2738186,5751,10078,0.3493,0.4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Roque,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84820000,0,4th,15298,12.533,124.867,13240,26323,0.4845,0.5101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Sebastian,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86015000,0,6th,3907,11.7,125.016667,6136,7708,0.7397,0.4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Simon,Pampanga,III,Region III (Central Luzon),municipality,35418000,0,4th,5737,14.993056,120.776944,30523,48353,0.1142,0.0435,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Teodoro,Oriental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175213000,0,4th,34100,13.433333,121.016667,9452,15810,0.4931,0.1482,3,1,0,0,0,0,0,2,0,0,0,0,0,0
San Vicente,Camarines Norte,V,Region V (Bicol Region),municipality,51609000,0,5th,5749,14.1,122.866667,6332,10114,0.4008,0.2163,1,1,0,0,0,0,0,0,0,0,0,0,0,0
San Vicente,Ilocos Sur,I,Region I (Ilocos Region),municipality,12921000,0,5th,1260,17.6182471,120.3608455,6805,11720,0.2363,0.1301,1,0,1,0,1,0,0,0,0,0,0,0,0,0
San Vicente,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84821000,0,6th,1580,12.35,124.05,4868,7447,0.4164,0.4568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Vicente,Palawan,IV - B,Region IV-B (MIMAROPA),municipality,175319000,0,1st,146294,10.5126542,119.3645562,18123,30919,0.6418,0.3012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanchez-Mira,Cagayan,II,Region II (Cagayan Valley),municipality,21522000,0,3rd,19880,18.566667,121.233333,13310,23257,0.1808,0.1723,3,1,2,0,2,0,0,0,0,0,0,0,0,0
Santa,Ilocos Sur,I,Region I (Ilocos Region),municipality,12922000,0,4th,10910,17.490556,120.437222,9737,15106,0.1468,0.138,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Ana,Cagayan,II,Region II (Cagayan Valley),municipality,21523000,0,2nd,44130,18.4816082,122.1556749,14370,30458,0.3492,0.2062,2,0,1,0,1,0,1,0,0,0,0,0,0,0
Santa Ana,Pampanga,III,Region III (Central Luzon),municipality,35419000,0,3rd,3984,15.093889,120.768056,27429,52001,0.1552,0.061,5,0,4,0,4,0,1,0,0,0,0,0,0,0
Santa Barbara,Iloilo,VI,Region VI (Western Visayas) ,municipality,63043000,0,2nd,13196,10.8166467,122.5485873,33132,55472,0.2649,0.1314,5,2,3,0,3,0,0,0,0,0,0,0,0,0
Santa Barbara,Pangasinan,I,Region I (Ilocos Region),municipality,15538000,0,1st,6137,16.003056,120.400833,45178,76637,0.2313,0.1214,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Catalina,Ilocos Sur,I,Region I (Ilocos Region),municipality,12923000,0,5th,968,17.5864413,120.3608455,9503,13597,0.1853,0.1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Catalina,Negros Oriental,VII,Region VII (Central Visayas),municipality,74618000,0,1st,52310,9.333333,122.866667,38073,73306,0.6141,0.4305,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz,Davao Del Sur,XI,Region XI (Davao Region),municipality,112412000,0,1st,31991,6.837,125.413,52186,81093,0.2869,0.2858,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Cruz,Ilocos Sur,I,Region I (Ilocos Region),municipality,12924000,0,1st,8878,17.02,120.474722,19237,37911,0.2035,0.1493,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Santa Cruz,Marinduque,IV - B,Region IV-B (MIMAROPA),municipality,174005000,0,1st,27077,13.476505,122.027314,32737,55673,0.3158,0.1266,4,0,2,1,3,0,0,1,0,0,0,0,0,0
Santa Cruz,Occidental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175111000,0,1st,68140,13.116667,120.85,18817,34544,0.5399,0.352,4,0,0,0,0,0,0,4,0,0,0,0,0,0
Santa Cruz,Zambales,III,Region III (Central Luzon),municipality,37113000,0,1st,43846,15.766667,119.916667,31098,53867,0.1837,0.1893,4,1,3,0,3,0,0,0,0,0,0,0,0,0
Santa Cruz ,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43426000,1,1st,3859,14.278611,121.415556,59156,110943,0.0731,0.0525,25,3,18,0,18,2,1,1,0,0,0,0,0,0
Santa Elena,Camarines Norte,V,Region V (Bicol Region),municipality,51610000,0,3rd,19935,14.2,122.383333,19736,40828,0.4935,0.3037,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Santa Fe,Cebu,VII,Region VII (Central Visayas),municipality,72244000,0,4th,2805,11.1691325,123.7908763,15915,27270,0.3388,0.3983,1,0,1,0,1,0,0,0,0,0,0,0,0,0
