citymuni,province,shortregion,longregion,citymuni.class,citymuni.code,citymuni.capital,citymuni.incomeclass,land.area,map.lat,map.lon,registered.voters.2010,population.2010,poverty.2003,poverty.2012,banks.total,banks.headoffice,banks.regbranch,banks.microbranch,banks.totalbranches,banks.extensionoffice,banks.regularobo,banks.microobo,banks.obosubbranch,banks.oboagency,banks.representativeoffice,banks.remittancedeskoffice,banks.limitedpurposebranch,banks.marketingoffice
Matanog,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153809000,0,4th,14650,7.466667,124.25,13585,23269,0.6504,0.5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matnog,Sorsogon,V,Region V (Bicol Region),municipality,56212000,0,3rd,16240,12.6077499,124.0577755,20837,37641,0.576,0.4521,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matuguinao,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86011000,0,5th,17251,12.15,124.883333,5805,6746,0.8135,0.5178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matungao,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103513000,0,5th,4574,8.136,124.164,9798,12217,0.7404,0.6451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauban,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45627000,0,1st,41598,14.1807733,121.7062391,33994,61141,0.422,0.2651,4,1,2,0,2,0,0,1,0,0,0,0,0,0
Mawab,Compostela Valley,XI,Region XI (Davao Region),municipality,118206000,0,3rd,13610,7.5,125.933333,21653,35698,0.3048,0.3216,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mayantoc,Tarlac,III,Region III (Central Luzon),municipality,36908000,0,3rd,31142,15.616667,120.383333,17355,29987,0.2015,0.1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maydolong,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82615000,0,4th,39963,11.5,125.5,9377,13614,0.2803,0.4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayorga,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83735000,0,5th,4217,10.8822823,124.9877399,9699,14694,0.4944,0.3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayoyao,Ifugao,CAR,Cordillera Administrative Region (CAR) ,municipality,142706000,0,4th,23805,16.966667,121.216667,6790,16413,0.354,0.3434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medellin,Cebu,VII,Region VII (Central Visayas),municipality,72231000,0,2nd,7319,11.133333,123.966667,28931,50047,0.3279,0.2388,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Medina,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104319000,0,4th,14829,8.909828,125.0113654,22229,31154,0.4225,0.1926,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mendez (Mendez-Nuñez),Cavite,IV - A,Region IV-A (CALABARZON),municipality,42114000,0,4th,4327,14.125027,120.9061181,18214,28570,0.0616,0.0523,4,1,1,0,1,0,0,2,0,0,0,0,0,0
Mercedes,Camarines Norte,V,Region V (Bicol Region),municipality,51607000,0,2nd,17369,14.1,123.016667,23561,47674,0.4757,0.2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82616000,0,5th,2332,11.1,125.716667,4212,5369,0.2289,0.4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merida,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83736000,0,5th,9521,10.916667,124.533333,16861,27224,0.39,0.3869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,Pampanga,III,Region III (Central Luzon),municipality,35413000,0,1st,11741,15.066667,120.716667,68594,146851,0.1423,0.0392,5,1,3,0,3,0,0,1,0,0,0,0,0,0
Miagao,Iloilo,VI,Region VI (Western Visayas) ,municipality,63030000,0,1st,15680,10.65,122.233333,36991,64545,0.3967,0.1878,5,1,2,1,3,0,0,1,0,0,0,0,0,0
Midsalip,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97318000,0,4th,16156,8,123.266667,15901,31467,0.8632,0.5491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Midsayap,North Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,124709000,0,1st,29042,7.191667,124.533333,60858,134170,0.2988,0.3956,7,1,6,0,6,0,0,0,0,0,0,0,0,0
Milagros,Masbate,V,Region V (Bicol Region),municipality,54112000,0,1st,56530,12.233333,123.5,23417,52619,0.6426,0.4957,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Milaor,Camarines Sur,V,Region V (Bicol Region),municipality,51721000,0,4th,3364,13.6,123.183333,15943,28474,0.3603,0.2713,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Mina,Iloilo,VI,Region VI (Western Visayas) ,municipality,63031000,0,5th,4340,10.933333,122.583333,14519,21785,0.3311,0.243,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Minalabac,Camarines Sur,V,Region V (Bicol Region),municipality,51722000,0,3rd,12610,13.566667,123.183333,25876,48162,0.4935,0.4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minalin,Pampanga,III,Region III (Central Luzon),municipality,35414000,0,4th,4827,14.966667,120.683333,25242,44001,0.197,0.0597,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Minglanilla,Cebu,VII,Region VII (Central Visayas),municipality,72232000,0,1st,6560,10.2433023,123.7889922,50427,113178,0.0913,0.0966,9,0,7,1,8,0,1,0,0,0,0,0,0,0
M'Lang,North Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,124710000,0,1st,31213,6.95,124.883333,44282,87749,0.2834,0.3825,3,0,3,0,3,0,0,0,0,0,0,0,0,0
Moalboal,Cebu,VII,Region VII (Central Visayas),municipality,72233000,0,4th,12486,9.9556609,123.4007598,18131,27676,0.2992,0.2787,2,0,1,0,1,1,0,0,0,0,0,0,0,0
Mobo,Masbate,V,Region V (Bicol Region),municipality,54113000,0,4th,14347,12.333333,123.65,18462,34896,0.5772,0.435,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mogpog,Marinduque,IV - B,Region IV-B (MIMAROPA),municipality,174004000,0,3rd,10806,13.474444,121.861389,18917,33384,0.2202,0.1052,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Moises Padilla (Magallon),Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64519000,0,3rd,14410,10.2880123,123.0920434,23963,39257,0.5662,0.3254,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Molave,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),municipality,97319000,0,1st,25150,8.083333,123.483333,26253,48939,0.4259,0.2234,11,1,7,0,7,0,0,3,0,0,0,0,0,0
Moncada,Tarlac,III,Region III (Central Luzon),municipality,36909000,0,1st,8575,15.7325056,120.5726786,31469,56183,0.1612,0.1126,3,0,1,0,1,0,1,1,0,0,0,0,0,0
Mondragon,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84813000,0,3rd,28890,12.516667,124.75,20408,35318,0.4694,0.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monkayo,Compostela Valley,XI,Region XI (Davao Region),municipality,118207000,0,1st,60961,7.816667,126.05,45345,94827,0.2527,0.2592,2,0,1,0,1,0,1,0,0,0,0,0,0,0
Monreal,Masbate,V,Region V (Bicol Region),municipality,54114000,0,4th,12867,12.633333,123.666667,15371,25366,0.6666,0.5786,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Montevista,Compostela Valley,XI,Region XI (Davao Region),municipality,118208000,0,3rd,22500,7.7,125.983333,21391,39602,0.4204,0.4017,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Morong,Bataan,III,Region III (Central Luzon),municipality,30808000,0,3rd,21920,14.7188504,120.3060025,20109,26171,0.0793,0.1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morong,Rizal,IV - A,Region IV-A (CALABARZON),municipality,45809000,0,2nd,3758,14.5181416,121.2389794,32051,52194,0.0273,0.035,6,0,5,0,5,0,0,1,0,0,0,0,0,0
Motiong,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86012000,0,4th,17440,11.783333,125,9248,14829,0.7324,0.4202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulanay,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45628000,0,1st,42000,13.5,122.416667,26134,50826,0.5452,0.3969,4,0,3,1,4,0,0,0,0,0,0,0,0,0
Mulondo,Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153619000,0,3rd,45867,7.9216138,124.3689522,10571,14065,0.3493,0.6536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munai,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103514000,0,4th,19750,7.983333,124.066667,12208,27600,0.72,0.6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murcia,Negros Occidental,VI,Region VI (Western Visayas) ,municipality,64520000,0,1st,27914,10.6,123.033333,40239,75207,0.3426,0.2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutia,Zamboanga Del Norte,IX,Region IX (Zamboanga Peninsula),municipality,97208000,0,5th,7358,8.3838876,123.5168051,6654,11975,0.7569,0.4378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naawan,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104320000,0,4th,8850,8.433333,124.3,11777,18895,0.4296,0.2588,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Nabas,Aklan,VI,Region VI (Western Visayas) ,municipality,60414000,0,4th,9682,11.833333,122.083333,16236,31052,0.4656,0.2543,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Nabua,Camarines Sur,V,Region V (Bicol Region),municipality,51723000,0,1st,9620,13.401389,123.376389,40034,80111,0.2933,0.2947,4,1,2,1,3,0,0,0,0,0,0,0,0,0
Nabunturan ,Compostela Valley,XI,Region XI (Davao Region),municipality,118209000,1,1st,23130,7.6,125.966667,38817,73196,0.2988,0.2443,8,1,7,0,7,0,0,0,0,0,0,0,0,0
Naga,Zamboanga Sibugay,IX,Region IX (Zamboanga Peninsula),municipality,98309000,0,3rd,24630,7.8070892,122.7012642,26963,37814,0.4952,0.2779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naga City,Camarines Sur,V,Region V (Bicol Region),city,51724000,0,2nd,8448,13.6217753,123.1948238,75046,174931,0.2349,0.1569,63,1,54,1,55,1,6,0,0,0,0,0,0,0
Nagbukel,Ilocos Sur,I,Region I (Ilocos Region),municipality,12913000,0,5th,4312,17.45,120.55,3651,4938,0.3819,0.1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagcarlan,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43417000,0,2nd,7810,14.133333,121.416667,33056,59726,0.1736,0.1004,10,1,4,0,4,0,1,4,0,0,0,0,0,0
Nagtipunan,Quirino,II,Region II (Cagayan Valley),municipality,25706000,0,1st,60740,16.216667,121.6,12951,22473,0.3516,0.262,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Naguilian,Isabela,II,Region II (Cagayan Valley),municipality,23120000,0,4th,16981,17.026667,121.835,17182,29491,0.26,0.1924,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Naguilian,La Union,I,Region I (Ilocos Region),municipality,13311000,0,1st,10460,16.533333,120.4,29283,48407,0.2617,0.1064,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Naic,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42115000,0,1st,7624,14.316667,120.766667,56879,88144,0.129,0.0832,11,1,9,0,9,0,0,1,0,0,0,0,0,0
Nampicuan,Nueva Ecija,III,Region III (Central Luzon),municipality,34918000,0,5th,5260,15.733333,120.633333,8370,13303,0.3122,0.1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narra,Palawan,IV - B,Region IV-B (MIMAROPA),municipality,175315000,0,1st,83173,9.283333,118.416667,32455,65264,0.4846,0.2058,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Narvacan,Ilocos Sur,I,Region I (Ilocos Region),municipality,12914000,0,2nd,12221,17.416667,120.483333,24054,42803,0.2274,0.1489,5,0,5,0,5,0,0,0,0,0,0,0,0,0
Nasipit,Agusan Del Norte,CARAGA,Region XIII (Caraga),municipality,160209000,0,3rd,14440,8.9714897,125.3518224,23947,40663,0.3014,0.2073,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Nasugbu,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41019000,0,1st,27851,14.066667,120.633333,63654,122483,0.3254,0.1532,14,0,12,0,12,0,0,2,0,0,0,0,0,0
Natividad,Pangasinan,I,Region I (Ilocos Region),municipality,15529000,0,4th,13436,16.05,120.816667,13666,22713,0.2818,0.1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natonin,Mountain Province,CAR,Cordillera Administrative Region (CAR) ,municipality,144405000,0,4th,25200,17.1,121.283333,7090,10048,0.6056,0.3974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naujan,Oriental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175208000,0,1st,50310,13.316667,121.3,49279,94497,0.3909,0.2049,9,1,2,0,2,0,0,6,0,0,0,0,0,0
Naval ,Biliran,VIII,Region VIII (Eastern Visayas),municipality,87808000,1,2nd,10824,11.5628579,124.3965285,27603,48799,0.3528,0.2173,4,0,3,0,3,0,1,0,0,0,0,0,0,0
New Bataan,Compostela Valley,XI,Region XI (Davao Region),municipality,118210000,0,1st,55315,7.554702,126.1403526,26978,47470,0.4881,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Corella,Davao Del Norte,XI,Region XI (Davao Region),municipality,112314000,0,2nd,26312,7.583333,125.833333,25479,50699,0.4962,0.4155,1,0,1,0,1,0,0,0,0,0,0,0,0,0
New Lucena,Iloilo,VI,Region VI (Western Visayas) ,municipality,63032000,0,4th,4410,10.883333,122.6,13096,22174,0.2902,0.1655,1,1,0,0,0,0,0,0,0,0,0,0,0,0
New Washington,Aklan,VI,Region VI (Western Visayas) ,municipality,60415000,0,3rd,6669,11.65,122.433333,23833,42112,0.4067,0.1465,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Norala,South Cotabato,XII,Region XII (SOCCSKSARGEN),municipality,126311000,0,3rd,12320,6.5205908,124.6648038,23867,44635,0.3666,0.2852,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Northern Kabuntalan,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153834000,0,5th,10677,7.1776159,124.4420073,11347,14251,0,0.6395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norzagaray,Bulacan,III,Region III (Central Luzon),municipality,31413000,0,1st,30977,14.8744717,121.1446143,52136,103095,0.2012,0.067,6,0,5,0,5,0,1,0,0,0,0,0,0,0
Noveleta,Cavite,IV - A,Region IV-A (CALABARZON),municipality,42116000,0,3rd,1643,14.4278929,120.8801182,25225,41678,0.0241,0.0342,7,1,5,0,5,0,0,1,0,0,0,0,0,0
Nueva Era,Ilocos Norte,I,Region I (Ilocos Region),municipality,12814000,0,3rd,51502,17.916667,120.666667,5512,7837,0.5541,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nueva Valencia,Guimaras,VI,Region VI (Western Visayas) ,municipality,67903000,0,3rd,13712,10.516667,122.533333,21878,37852,0.3603,0.1904,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Numancia,Aklan,VI,Region VI (Western Visayas) ,municipality,60416000,0,4th,2884,11.7,122.333333,18632,29862,0.2338,0.0908,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Nunungan,Lanao Del Norte,X,Region X (Northern Mindanao),municipality,103515000,0,3rd,47328,7.816667,123.966667,12229,16304,0.7427,0.7972,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oas,Albay,V,Region V (Bicol Region),municipality,50512000,0,1st,26361,13.258889,123.495278,34188,64785,0.0685,0.363,2,0,1,0,1,0,0,1,0,0,0,0,0,0
Obando,Bulacan,III,Region III (Central Luzon),municipality,31414000,0,2nd,5210,14.7262727,120.9253285,41956,58009,0.06,0.0406,4,0,3,0,3,1,0,0,0,0,0,0,0,0
Ocampo,Camarines Sur,V,Region V (Bicol Region),municipality,51725000,0,3rd,11833,13.566667,123.383333,21499,43523,0.4429,0.3147,3,1,0,0,0,0,0,2,0,0,0,0,0,0
Odiongan,Romblon,IV - B,Region IV-B (MIMAROPA),municipality,175909000,0,2nd,18567,12.4,122,26646,43676,0.2462,0.1535,5,1,3,0,3,0,1,0,0,0,0,0,0,0
Old Panamao,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156607000,0,4th,10757,5.983333,121.25,10734,37933,0.5332,0.4831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olongapo City,Zambales,III,Region III (Central Luzon),city,37107000,0,1st,18500,14.8386303,120.2842023,110469,221178,0.0382,0.031,49,2,44,0,44,1,1,1,0,0,0,0,0,0
Olutanga,Zamboanga Sibugay,IX,Region IX (Zamboanga Peninsula),municipality,98310000,0,4th,11330,7.333333,122.833333,12974,28717,0.5721,0.5019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156619000,0,-,18098,5.983333,121.4,15805,18098,0.654,0.4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opol,Misamis Oriental,X,Region X (Northern Mindanao),municipality,104321000,0,2nd,17513,8.516667,124.566667,24989,52108,0.2994,0.1427,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Orani,Bataan,III,Region III (Central Luzon),municipality,30809000,0,1st,6490,14.8,120.533333,44446,61099,0.1,0.0738,9,1,7,0,7,1,0,0,0,0,0,0,0,0
Oras,Eastern Samar,VIII,Region VIII (Eastern Visayas),municipality,82617000,0,4th,18870,12.133333,125.433333,19478,34760,0.3459,0.5354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orion,Bataan,III,Region III (Central Luzon),municipality,30810000,0,2nd,6541,14.616667,120.583333,37739,51454,0.1013,0.0984,4,0,3,0,3,1,0,0,0,0,0,0,0,0
Ormoc City,Leyte,VIII,Region VIII (Eastern Visayas),city,83738000,0,1st,61360,11.005,124.608889,90696,191200,0.3129,0.2569,22,1,19,1,20,0,1,0,0,0,0,0,0,0
Oroquieta City ,Misamis Occidental,X,Region X (Northern Mindanao),city,104209000,1,4th,23788,8.4595268,123.8006496,41171,68945,0.3759,0.2224,12,0,9,1,10,0,1,1,0,0,0,0,0,0
Oslob,Cebu,VII,Region VII (Central Visayas),municipality,72235000,0,4th,13475,9.55,123.4,16677,26116,0.4416,0.4042,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Oton,Iloilo,VI,Region VI (Western Visayas) ,municipality,63034000,0,1st,8644,10.7240176,122.4562615,41992,82572,0.2459,0.1052,7,1,5,0,5,0,0,1,0,0,0,0,0,0
Ozamis City,Misamis Occidental,X,Region X (Northern Mindanao),city,104210000,0,3rd,16995,8.15,123.85,73787,131527,0.3706,0.2093,27,1,24,0,24,0,1,1,0,0,0,0,0,0
Padada,Davao Del Sur,XI,Region XI (Davao Region),municipality,112411000,0,3rd,8300,6.6439747,125.3472743,16815,25724,0.2199,0.141,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Padre Burgos,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45629000,0,4th,6910,14.5940067,120.9790723,13821,20161,0.5061,0.2697,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Padre Burgos,Southern Leyte,VIII,Region VIII (Eastern Visayas),municipality,86410000,0,5th,2565,10.033333,125.016667,6442,10525,0.2648,0.3091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Padre Garcia,Batangas,IV - A,Region IV-A (CALABARZON),municipality,41020000,0,2nd,4151,13.883333,121.216667,23327,44877,0.2123,0.1377,6,2,3,0,3,0,0,1,0,0,0,0,0,0
Paete,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43418000,0,4th,5502,14.367518,121.5299539,16983,23523,0.0736,0.0769,7,1,3,0,3,0,0,3,0,0,0,0,0,0
Pagadian City ,Zamboanga Del Sur,IX,Region IX (Zamboanga Peninsula),city,97322000,1,2nd,37880,7.8397033,123.4343445,105200,186852,0.228,0.1545,28,1,23,0,23,1,3,0,0,0,0,0,0,0
Pagagawan,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153822000,0,-,46110,7.1,124.766667,11825,31265,0.5235,0.7622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagalungan,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153810000,0,1st,89876,7.057,124.701,12838,31891,0.4642,0.3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagayawan (Tatarikan),Lanao Del Sur,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153620000,0,5th,21800,7.7333331,124.1166687,6562,11349,0.5926,0.7155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagbilao,Quezon,IV - A,Region IV-A (CALABARZON),municipality,45630000,0,1st,17096,13.966667,121.7,32495,65996,0.2602,0.1209,7,1,3,0,3,0,1,2,0,0,0,0,0,0
Paglat,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153823000,0,-,17774,6.7,124.783333,5619,11207,0.5455,0.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagsanghan,Western Samar,VIII,Region VIII (Eastern Visayas),municipality,86026000,0,5th,3000,11.966667,124.8,7060,8024,0.688,0.3797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagsanjan,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43419000,0,3rd,2636,14.273056,121.453889,22078,39313,0.1456,0.0721,5,1,4,0,4,0,0,0,0,0,0,0,0,0
Pagudpud,Ilocos Norte,I,Region I (Ilocos Region),municipality,12815000,0,4th,19490,18.5874677,120.8220827,14016,21877,0.293,0.1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakil,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43420000,0,5th,4650,14.383333,121.483333,12047,20822,0.2514,0.1266,3,1,2,0,2,0,0,0,0,0,0,0,0,0
Palanan,Isabela,II,Region II (Cagayan Valley),municipality,23121000,0,1st,88024,17.058889,122.43,8159,16094,0.482,0.486,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Palanas,Masbate,V,Region V (Bicol Region),municipality,54115000,0,4th,17110,12.15,123.916667,15415,25501,0.6248,0.4498,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Palapag,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84814000,0,3rd,17960,12.547,125.116,17275,33453,0.4709,0.5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palauig,Zambales,III,Region III (Central Luzon),municipality,37108000,0,3rd,31000,15.4522102,119.9547522,21566,33286,0.2438,0.2076,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Palayan City ,Nueva Ecija,III,Region III (Central Luzon),city,34919000,1,5th,10140,15.533333,121.083333,25487,37219,0.2322,0.1694,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Palimbang,Sultan Kudarat,XII,Region XII (SOCCSKSARGEN),municipality,126509000,0,2nd,48485,6.216667,124.2,37816,83265,0.6113,0.5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palo,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83739000,0,3rd,22127,11.1583835,124.9918883,32051,62727,0.2802,0.179,3,0,1,0,1,0,2,0,0,0,0,0,0,0
Palompon,Leyte,VIII,Region VIII (Eastern Visayas),municipality,83740000,0,2nd,12607,11.05,124.383333,35535,54163,0.3219,0.2773,3,0,2,0,2,0,1,0,0,0,0,0,0,0
Paluan,Occidental Mindoro,IV - B,Region IV-B (MIMAROPA),municipality,175107000,0,3rd,56450,13.4340616,120.4602838,8899,15223,0.584,0.2958,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pambujan,Northern Samar,VIII,Region VIII (Eastern Visayas),municipality,84815000,0,4th,16390,12.566667,124.933333,16482,31057,0.4998,0.5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pamplona,Cagayan,II,Region II (Cagayan Valley),municipality,21518000,0,4th,17330,18.45,121.341667,12769,23236,0.3061,0.2671,2,0,1,0,1,0,1,0,0,0,0,0,0,0
Pamplona,Camarines Sur,V,Region V (Bicol Region),municipality,51726000,0,4th,8060,13.5842564,123.0594772,14724,34471,0.4562,0.3291,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pamplona,Negros Oriental,VII,Region VII (Central Visayas),municipality,74616000,0,3rd,20220,9.466667,123.116667,20236,34906,0.4371,0.3412,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Panaon,Misamis Occidental,X,Region X (Northern Mindanao),municipality,104211000,0,5th,4680,8.35,123.827,6504,10176,0.4156,0.3177,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Panay,Capiz,VI,Region VI (Western Visayas) ,municipality,61909000,0,3rd,11637,11.55,122.8,29633,43449,0.4161,0.308,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Pandag,Maguindanao,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,153833000,0,-,8531,6.783333,124.8,6743,13795,0.4425,0.7022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandami,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156618000,0,4th,17089,5.533333,120.75,9600,22474,0.6314,0.4196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandan,Antique,VI,Region VI (Western Visayas) ,municipality,60611000,0,4th,11398,11.74214,122.0994209,17624,32494,0.3368,0.2088,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pandan,Catanduanes,V,Region V (Bicol Region),municipality,52006000,0,4th,11990,14.0382044,124.1623009,12040,19393,0.4483,0.4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pandi,Bulacan,III,Region III (Central Luzon),municipality,31415000,0,2nd,3120,14.8756999,120.9592956,40869,66650,0.1146,0.0689,4,1,3,0,3,0,0,0,0,0,0,0,0,0
Panganiban (Payo),Catanduanes,V,Region V (Bicol Region),municipality,52007000,0,5th,7996,13.90791,124.30033,6868,9738,0.354,0.3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pangantucan,Bukidnon,X,Region X (Northern Mindanao),municipality,101316000,0,1st,46172,7.833333,124.8125,26947,48775,0.4851,0.5166,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pangil,Laguna,IV - A,Region IV-A (CALABARZON),municipality,43421000,0,4th,4503,14.403056,121.466111,12845,23201,0.1897,0.1615,3,2,0,0,0,1,0,0,0,0,0,0,0,0
Panglao,Bohol,VII,Region VII (Central Visayas),municipality,71233000,0,4th,4779,9.583333,123.75,17931,28603,0.1691,0.1636,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Panglima Estino (New Panamao),Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156616000,0,5th,12510,5.966667,121.2,7511,27724,0.6646,0.4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panglima Sugala (Balimbing),Tawi-Tawi,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,157001000,0,3rd,41666,5.2544446,120.1558304,15700,38704,0.4718,0.5398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pangutaran,Sulu,ARMM,Autonomous Region in Muslim Mindanao (ARMM),municipality,156608000,0,4th,25810,6.3,120.583333,15235,28461,0.613,0.5185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
